Date,vixChange,netChange,prevChangeNF,prevChangeBNF,NFOIChange,BNFOIChange,basisChange,opengap1,closegap1,highgap1,lowgap1
2018-02-22,0.0,11.0,0.5,0.3,-15.72,-20.87,12.0,-0.3,-0.0,0.3,-0.3
2018-02-23,-4.25,-3.0,-0.0,0.2,77.75,79.86,10.0,0.1,1.1,1.2,-0.0
2018-02-26,-3.57,36.0,1.1,1.6,5.19,4.74,7.0,0.3,0.9,1.0,0.3
2018-02-27,0.0,27.0,0.9,1.4,2.97,2.49,4.0,0.1,-0.3,0.4,-0.6
2018-02-28,0.0,-8.0,-0.3,-1.3,4.43,-5.13,-8.0,-0.7,-0.4,-0.1,-0.9
2018-03-01,0.0,-12.0,-0.4,-1.0,0.77,1.43,16.0,-0.2,-0.6,0.1,-0.8
2018-03-05,9.4,-28.0,-0.6,-0.9,5.21,-2.2,-27.0,-0.8,-0.9,-0.6,-1.3
2018-03-06,0.0,-34.0,-0.9,-0.3,3.12,0.14,9.0,0.4,-1.1,0.7,-1.4
2018-03-07,-3.35,-33.0,-1.1,-1.5,5.09,8.08,-8.0,-0.5,-0.8,0.1,-0.9
2018-03-08,-7.1,-13.0,-0.8,-1.2,-2.08,-1.94,18.0,0.5,0.7,1.0,-0.2
2018-03-09,-0.41,5.0,0.7,1.2,-3.11,-3.29,-17.0,0.3,-0.3,0.6,-0.5
2018-03-12,0.0,-8.0,-0.3,-0.8,-0.83,-0.56,-10.0,1.1,2.1,2.2,0.8
2018-03-13,-0.21,48.0,2.1,1.8,-1.09,4.29,21.0,-0.3,-0.1,0.5,-0.6
2018-03-14,-0.69,12.0,-0.1,0.3,-1.95,-4.85,-11.0,-0.3,-0.0,0.1,-0.8
2018-03-15,-0.23,-9.0,-0.0,0.5,0.32,6.09,14.0,-0.3,-0.5,0.0,-0.6
2018-03-16,6.21,-22.0,-0.5,-0.4,3.03,-4.77,-2.0,-0.3,-1.3,-0.3,-1.7
2018-03-19,3.94,-32.0,-1.3,-0.9,3.87,11.85,25.0,-0.0,-1.1,0.0,-1.3
2018-03-20,-1.34,-36.0,-1.1,-1.1,-3.16,4.55,-9.0,-0.3,0.2,0.6,-0.4
2018-03-21,-3.2,11.0,0.2,-0.5,0.35,-5.41,-9.0,0.5,0.4,1.2,0.0
2018-03-22,0.0,3.0,0.4,0.4,-0.78,-4.07,6.0,0.2,-0.5,0.6,-0.7
2018-03-23,1.95,-19.0,-0.5,-0.6,-0.33,6.99,-12.0,-1.3,-1.2,-0.8,-1.7
2018-03-26,0.0,-28.0,-1.2,-1.9,-2.86,-4.87,-7.0,-0.1,1.4,1.6,-0.3
2018-03-27,0.0,38.0,1.4,2.4,-24.36,-13.92,9.0,0.4,0.3,0.6,0.0
2018-03-28,1.33,18.0,0.3,0.5,-20.48,-37.21,-20.0,0.2,-0.3,0.2,-0.4
2018-04-02,-2.6,-12.0,-0.3,-0.2,38.56,36.62,43.0,0.5,1.1,1.2,0.1
2018-04-03,-1.06,29.0,1.1,0.4,-0.9,8.04,13.0,-0.5,0.2,0.3,-0.6
2018-04-04,0.0,4.0,0.2,0.7,2.13,1.26,-12.0,0.1,-1.3,0.2,-1.6
2018-04-05,0.0,-40.0,-1.3,-1.8,12.72,15.53,-21.0,1.1,2.0,2.1,1.0
2018-04-06,-0.34,46.0,2.0,2.7,-2.95,-12.3,8.0,-0.1,0.0,0.2,-0.4
2018-04-09,0.81,3.0,0.0,0.4,2.8,-2.36,-5.0,0.0,0.4,0.6,-0.0
2018-04-10,0.0,0.0,0.4,0.7,1.82,-1.74,-7.0,0.3,0.3,0.4,-0.0
2018-04-11,1.53,10.0,0.3,0.4,0.89,14.27,5.0,-0.0,0.0,0.2,-0.6
2018-04-12,-1.09,4.0,0.0,-0.4,4.87,-2.6,-11.0,-0.1,0.4,0.5,-0.3
2018-04-13,-2.88,2.0,0.4,0.3,4.5,4.8,-2.0,0.2,0.2,0.6,-0.1
2018-04-16,0.85,11.0,0.2,0.1,2.83,-4.61,3.0,-0.5,0.5,0.6,-0.6
2018-04-17,-1.53,25.0,0.5,0.4,0.91,3.84,5.0,0.2,0.1,0.2,-0.4
2018-04-18,0.48,-3.0,0.1,0.0,1.62,5.08,-12.0,0.3,-0.1,0.4,-0.3
2018-04-19,-2.57,-10.0,-0.1,-0.8,1.42,-4.81,10.0,0.4,0.4,0.4,0.1
2018-04-20,-5.89,13.0,0.4,0.1,0.17,0.59,0.0,-0.1,0.1,0.2,-0.4
2018-04-23,1.6,-18.0,0.1,-0.6,-0.48,0.57,8.0,-0.1,-0.0,0.4,-0.3
2018-04-24,-9.51,2.0,-0.0,-0.2,-6.53,0.13,-19.0,-0.0,0.3,0.5,-0.2
2018-04-25,4.2,3.0,0.3,0.3,-14.16,-14.69,2.0,-0.2,-0.5,-0.0,-0.8
2018-04-26,-2.88,-21.0,-0.5,-0.9,-21.31,-21.54,-4.0,0.1,0.6,0.7,0.1
2018-04-27,-0.17,21.0,0.6,1.0,73.21,75.65,15.0,0.3,0.9,1.0,0.1
2018-04-30,2.87,26.0,0.9,1.7,4.18,19.16,15.0,0.0,0.5,0.6,0.0
2018-05-02,3.86,21.0,0.5,0.7,1.85,-3.44,9.0,-0.0,-0.4,0.1,-0.7
2018-05-03,1.13,-22.0,-0.4,0.0,-0.3,1.44,-18.0,-0.2,-0.3,-0.0,-0.7
2018-05-04,2.04,-8.0,-0.3,0.3,-0.01,1.5,5.0,-0.3,-0.4,-0.2,-0.6
2018-05-07,3.85,-24.0,-0.4,-0.0,-0.45,-0.05,13.0,0.2,0.8,0.8,-0.1
2018-05-08,2.14,24.0,0.8,0.6,1.03,13.74,-15.0,0.1,-0.0,0.3,-0.6
2018-05-09,1.55,-11.0,-0.0,0.8,0.47,14.17,-7.0,-0.2,0.3,0.5,-0.2
2018-05-10,1.07,8.0,0.3,0.3,1.72,3.48,10.0,0.0,-0.4,0.2,-0.5
2018-05-11,-3.1,-24.0,-0.4,-0.2,-1.27,-7.21,-18.0,0.3,0.9,1.0,0.1
2018-05-14,1.91,27.0,0.9,1.3,4.19,6.09,5.0,-0.1,-0.0,0.3,-0.4
2018-05-15,-7.58,-5.0,-0.0,0.2,-2.09,-1.8,-6.0,0.0,0.0,1.2,-0.3
2018-05-16,2.05,-4.0,0.0,0.2,-2.11,2.39,9.0,-0.4,-0.5,-0.0,-0.9
2018-05-17,-0.2,-14.0,-0.5,-1.1,-1.82,-6.36,3.0,0.0,-0.6,0.2,-0.7
2018-05-18,5.54,-22.0,-0.6,-0.6,-0.32,1.37,-6.0,-0.0,-0.9,-0.0,-1.0
2018-05-21,1.84,-30.0,-0.9,-0.7,2.28,-5.64,-12.0,0.3,-0.6,0.3,-0.7
2018-05-22,-5.6,-23.0,-0.6,-0.3,-3.55,1.72,20.0,-0.1,0.1,0.3,-0.3
2018-05-23,4.08,16.0,0.1,0.1,-0.74,-2.44,-6.0,-0.3,-1.2,-0.1,-1.3
2018-05-24,-7.15,-23.0,-1.2,-0.8,0.19,7.25,-19.0,0.2,0.8,0.9,-0.2
2018-05-25,-3.8,19.0,0.8,1.2,-2.12,-1.02,-4.0,0.2,0.9,1.3,0.1
2018-05-28,3.24,36.0,0.9,1.3,-2.01,-8.89,5.0,0.3,0.7,0.9,0.3
2018-05-29,0.11,22.0,0.7,1.1,-5.78,-7.87,-6.0,-0.1,-0.6,0.2,-0.8
2018-05-30,2.6,-20.0,-0.6,-1.4,-9.09,-22.56,-8.0,-0.4,-0.1,0.3,-0.7
2018-05-31,-1.4,-14.0,-0.1,0.3,-14.63,-29.28,8.0,0.2,0.9,1.0,0.2
2018-06-01,2.63,23.0,0.9,1.8,64.84,82.15,-23.0,0.2,-0.2,0.4,-0.3
2018-06-04,2.3,-23.0,-0.2,-0.2,2.64,-4.52,21.0,0.5,-0.8,0.5,-0.9
2018-06-05,-4.09,-25.0,-0.8,-1.8,4.37,-3.81,-17.0,0.0,-0.0,0.3,-0.4
2018-06-06,-5.75,-4.0,-0.0,0.3,0.58,-4.9,31.0,0.1,0.8,1.0,-0.2
2018-06-07,1.81,34.0,0.8,0.5,0.84,1.64,-2.0,0.4,0.7,1.2,0.4
2018-06-08,-0.63,34.0,0.7,0.7,5.79,3.16,-4.0,-0.4,-0.2,-0.1,-0.7
2018-06-11,3.8,-9.0,-0.2,-0.5,2.42,-1.95,-15.0,0.2,0.4,0.8,0.1
2018-06-12,-3.41,19.0,0.4,0.1,3.92,1.38,17.0,0.1,0.5,0.6,-0.1
2018-06-13,-0.75,10.0,0.5,0.5,2.13,3.25,-3.0,0.2,0.1,0.3,-0.1
2018-06-14,-4.27,6.0,0.1,0.1,3.46,4.45,-7.0,-0.2,-0.3,-0.1,-0.7
2018-06-15,-0.21,-15.0,-0.3,-0.2,-2.79,-1.06,16.0,-0.1,0.0,0.2,-0.7
2018-06-18,2.57,-11.0,0.0,-0.6,3.24,-2.98,-8.0,-0.0,-0.2,0.0,-0.3
2018-06-19,4.36,-14.0,-0.2,-0.1,0.99,3.02,-6.0,-0.3,-0.6,-0.3,-0.8
2018-06-20,-5.79,-32.0,-0.6,-0.5,-0.56,-0.01,18.0,0.0,0.7,0.7,0.0
2018-06-21,2.26,19.0,0.7,1.3,-0.7,3.9,8.0,0.1,-0.5,0.1,-0.7
2018-06-22,-3.41,-31.0,-0.5,-0.5,0.32,-8.14,-21.0,-0.1,0.9,1.0,-0.2
2018-06-25,4.66,29.0,0.9,1.2,-2.87,6.35,15.0,-0.5,-0.7,-0.1,-0.8
2018-06-26,1.71,-23.0,-0.7,-0.7,-4.22,-11.33,-15.0,-0.2,0.1,0.5,-0.3
2018-06-27,5.57,15.0,0.1,-0.0,-10.9,-13.6,2.0,0.4,-0.9,0.4,-1.1
2018-06-28,3.24,-30.0,-0.9,-0.7,-18.31,-44.06,4.0,0.0,-1.0,0.0,-1.1
2018-06-29,-7.24,-20.0,-1.0,-0.7,60.38,39.72,-19.0,0.2,1.2,1.3,0.2
2018-07-02,3.34,32.0,1.2,0.4,5.29,-0.12,-1.0,0.0,-0.3,0.1,-0.9
2018-07-03,-2.77,-10.0,-0.3,-0.4,0.14,4.6,19.0,-0.1,0.6,0.7,-0.3
2018-07-04,-2.63,24.0,0.6,0.1,2.58,5.2,21.0,-0.1,0.4,0.5,-0.5
2018-07-05,-0.65,3.0,0.4,0.7,4.22,5.43,-21.0,-0.1,-0.2,0.2,-0.4
2018-07-06,-1.05,0.0,-0.2,0.2,0.58,-3.93,1.0,-0.2,0.2,0.6,-0.3
2018-07-09,-0.42,5.0,0.2,0.1,1.5,-1.93,3.0,0.3,0.8,0.8,0.2
2018-07-10,0.04,32.0,0.8,0.8,4.74,10.3,1.0,0.2,0.8,0.9,0.2
2018-07-11,3.07,22.0,0.8,0.6,4.14,9.94,-5.0,-0.1,-0.1,0.2,-0.3
2018-07-12,-2.11,-20.0,-0.1,-0.4,3.15,-6.94,-10.0,0.4,0.7,1.2,0.3
2018-07-13,-1.62,12.0,0.7,0.9,3.45,-0.12,3.0,0.3,0.0,0.4,-0.2
2018-07-16,5.24,-4.0,0.0,-0.2,0.16,-3.45,7.0,0.0,-0.7,0.0,-0.8
2018-07-17,-0.95,-24.0,-0.7,-0.8,-2.92,-6.0,6.0,0.0,0.7,0.8,-0.1
2018-07-18,6.69,26.0,0.7,1.3,2.35,3.51,7.0,0.3,-0.4,0.5,-0.6
2018-07-19,-0.66,-19.0,-0.4,-0.6,-2.09,-2.41,-16.0,0.2,-0.0,0.3,-0.3
2018-07-20,-0.42,1.0,-0.0,-0.3,-2.55,-1.21,17.0,-0.1,0.5,0.6,-0.2
2018-07-23,-3.92,7.0,0.5,0.3,0.86,-1.44,-2.0,-0.0,0.7,0.8,-0.1
2018-07-24,-4.13,21.0,0.7,0.5,-6.71,-11.74,0.0,0.1,0.4,0.5,-0.0
2018-07-25,-2.09,14.0,0.4,-0.2,-16.94,-17.3,-6.0,0.1,-0.1,0.3,-0.2
2018-07-26,-1.47,-9.0,-0.1,0.1,-24.02,-27.43,-3.0,0.2,0.6,0.7,0.2
2018-07-27,2.35,14.0,0.6,1.4,48.82,99.49,26.0,0.3,0.9,1.0,0.2
2018-07-30,2.23,18.0,0.9,0.7,9.48,10.63,-5.0,0.2,0.3,0.3,-0.2
2018-07-31,-0.83,1.0,0.3,0.8,4.38,7.19,-8.0,-0.1,0.3,0.4,-0.4
2018-08-01,0.4,12.0,0.3,-0.2,5.24,-10.55,-4.0,0.1,0.0,0.3,-0.3
2018-08-02,0.2,2.0,0.0,-0.5,3.38,-11.31,12.0,-0.3,-0.8,-0.3,-0.9
2018-08-03,-3.8,-15.0,-0.8,-0.8,-1.59,-2.32,8.0,0.2,1.0,1.1,0.2
2018-08-06,4.02,21.0,1.0,1.2,2.93,14.9,-2.0,0.2,0.2,0.5,-0.1
2018-08-07,0.12,-7.0,0.2,0.7,0.53,11.73,-7.0,0.2,0.0,0.3,-0.3
2018-08-08,-0.3,-5.0,0.0,-0.0,1.23,2.97,1.0,0.1,0.4,0.5,-0.2
2018-08-09,1.1,21.0,0.4,0.6,3.3,-2.12,-10.0,0.3,0.2,0.3,-0.0
2018-08-10,1.36,0.0,0.2,0.8,2.2,6.48,0.0,-0.2,-0.4,-0.0,-0.5
2018-08-13,4.28,-11.0,-0.4,-0.7,0.58,-5.39,-6.0,-0.6,-0.5,-0.1,-0.7
2018-08-14,-0.88,-10.0,-0.5,-1.1,-0.98,-7.34,13.0,0.1,0.7,0.9,0.1
2018-08-16,2.73,14.0,0.7,0.7,1.35,-0.65,3.0,-0.4,-0.5,-0.0,-0.8
2018-08-17,-3.55,-11.0,-0.5,-0.6,1.08,-5.38,-2.0,0.3,0.7,0.8,0.1
2018-08-20,-0.97,24.0,0.7,0.9,2.86,2.67,-8.0,0.3,0.8,0.8,0.2
2018-08-21,-1.0,17.0,0.8,0.6,1.52,0.47,9.0,0.0,0.1,0.1,-0.2
2018-08-23,-1.12,-4.0,0.1,-0.2,0.53,-3.8,-10.0,0.2,0.1,0.3,-0.3
2018-08-24,-2.74,-2.0,0.1,-0.6,0.32,-14.34,-3.0,-0.1,-0.2,0.1,-0.5
2018-08-27,-1.37,-4.0,-0.2,-0.7,-2.44,-0.88,2.0,0.4,1.2,1.2,0.4
2018-08-28,1.53,44.0,1.2,1.3,-7.99,-10.85,-2.0,0.3,0.4,0.5,0.1
2018-08-29,0.08,-1.0,0.4,0.2,-19.57,-16.21,1.0,-0.0,-0.4,0.1,-0.5
2018-08-30,-0.18,-9.0,-0.4,-0.2,-25.85,-12.15,1.0,0.4,0.2,0.4,-0.1
2018-08-31,1.49,4.0,0.2,-0.1,31.59,56.74,35.0,-0.2,0.0,0.5,-0.4
2018-09-03,6.31,17.0,0.0,-0.0,6.48,-2.85,-1.0,0.2,-0.8,0.3,-1.0
2018-09-04,2.91,-20.0,-0.8,-0.7,0.46,4.4,4.0,-0.1,-0.6,0.1,-0.8
2018-09-05,-0.96,-34.0,-0.6,-1.4,0.29,3.45,-5.0,-0.2,-0.5,0.1,-1.2
2018-09-06,0.53,-3.0,-0.5,-0.3,5.38,-6.95,-10.0,0.3,0.4,0.7,-0.4
2018-09-07,1.22,13.0,0.4,0.2,3.19,-8.0,-10.0,-0.1,0.6,0.7,-0.5
2018-09-10,9.45,18.0,0.6,0.1,2.31,-0.14,12.0,-0.3,-1.2,-0.3,-1.3
2018-09-11,0.84,-35.0,-1.2,-0.9,-0.63,11.68,10.0,0.1,-1.4,0.1,-1.5
2018-09-12,-7.05,-37.0,-1.4,-1.4,-1.16,9.02,-5.0,-0.0,0.7,0.8,-0.3
2018-09-14,-2.86,19.0,0.7,0.1,-2.3,0.45,-1.0,0.6,1.1,1.2,0.4
2018-09-17,4.71,42.0,1.1,1.0,-1.9,-17.08,-14.0,-0.5,-1.2,-0.5,-1.3
2018-09-18,-0.55,-26.0,-1.2,-1.2,-0.95,4.54,-2.0,-0.2,-0.9,0.3,-1.0
2018-09-19,-2.84,-27.0,-0.9,-1.3,-0.52,24.96,2.0,0.3,-0.3,0.6,-0.6
2018-09-21,10.92,2.0,-0.3,-0.7,-2.62,4.32,6.0,0.3,-0.9,1.0,-2.4
2018-09-24,12.18,-12.0,-0.9,-2.7,-8.67,6.69,-13.0,0.1,-1.5,0.2,-1.8
2018-09-25,-4.27,-34.0,-1.5,-2.5,-11.78,-8.12,7.0,-0.3,0.8,1.0,-0.8
2018-09-26,2.43,20.0,0.8,1.3,-16.22,-23.23,-11.0,0.4,-0.2,0.6,-0.8
2018-09-27,-0.97,-3.0,-0.2,0.1,-16.4,-20.47,-9.0,0.5,-0.3,0.7,-0.5
2018-09-28,0.43,-3.0,-0.3,-0.7,60.61,97.04,40.0,0.4,-0.7,0.6,-1.3
2018-10-01,-0.94,-20.0,-0.7,0.1,0.63,17.27,-26.0,-0.2,1.0,1.2,-0.9
2018-10-03,7.62,24.0,1.0,1.2,-3.0,17.81,27.0,-0.5,-1.5,-0.3,-1.6
2018-10-04,4.4,-30.0,-1.5,-1.4,4.84,2.02,-16.0,-1.3,-2.4,-0.9,-2.8
2018-10-05,4.32,-30.0,-2.4,-1.2,10.23,-13.47,-3.0,-0.7,-2.7,-0.4,-3.2
2018-10-08,2.1,-32.0,-2.7,-1.4,8.47,-7.96,0.0,-0.7,0.3,0.7,-1.3
2018-10-09,-1.95,6.0,0.3,0.8,0.64,-4.15,0.0,0.1,-0.6,0.4,-0.8
2018-10-10,-9.35,-5.0,-0.6,-0.6,-3.85,-7.21,-17.0,0.2,1.5,1.7,0.1
2018-10-11,14.74,36.0,1.5,3.0,1.04,29.15,-8.0,-2.5,-2.0,-0.9,-3.0
2018-10-12,-9.34,-36.0,-2.0,-1.9,-0.19,-20.09,12.0,0.8,2.3,2.5,0.7
2018-10-15,1.38,42.0,2.3,2.3,-2.28,3.98,-4.0,0.1,0.3,0.4,-0.8
2018-10-16,-8.01,1.0,0.3,-0.2,2.77,1.16,-8.0,0.1,0.7,0.8,-0.0
2018-10-17,3.5,15.0,0.7,1.0,4.21,-1.73,0.0,0.9,-1.4,1.0,-1.6
2018-10-19,10.05,-32.0,-1.4,-1.7,-1.49,-12.7,-14.0,-1.0,-1.3,-0.5,-1.9
2018-10-22,7.93,-20.0,-1.3,-0.4,-3.86,15.57,9.0,1.0,-0.7,1.0,-0.9
2018-10-23,-10.86,-22.0,-0.7,-0.2,-12.17,-10.92,-13.0,-0.7,-0.8,-0.2,-1.4
2018-10-24,-0.83,-19.0,-0.8,-0.2,-23.73,-4.08,14.0,1.1,0.8,1.3,-0.3
2018-10-25,0.44,17.0,0.8,0.5,-30.4,-28.37,3.0,-0.3,-0.5,-0.1,-1.0
2018-10-26,1.42,-15.0,-0.5,-0.6,28.15,67.84,45.0,-0.6,-1.2,0.0,-1.4
2018-10-29,3.08,-25.0,-1.2,-1.8,3.56,6.21,-25.0,0.4,2.3,2.5,0.0
2018-10-30,3.42,36.0,2.3,2.2,-0.27,-5.62,8.0,-0.2,-0.5,0.3,-0.9
2018-10-31,-3.44,-7.0,-0.5,-0.5,-1.1,-5.31,-2.0,0.0,1.7,1.9,-1.2
2018-11-01,-3.06,26.0,1.7,1.2,5.54,1.73,-19.0,0.4,0.1,0.5,-0.5
2018-11-02,-5.01,3.0,0.1,0.7,-0.18,-7.08,21.0,0.7,1.6,2.1,0.6
2018-11-05,6.87,29.0,1.6,1.5,2.57,12.31,-9.0,-0.3,-0.2,-0.1,-0.7
2018-11-06,-5.02,1.0,-0.2,0.2,0.69,0.49,3.0,0.2,0.0,0.7,-0.4
2018-11-07,-3.39,-1.0,0.0,-0.5,-0.63,-17.92,-2.0,0.6,0.6,0.9,0.4
2018-11-09,-0.63,44.0,0.6,0.3,0.79,1.22,-9.0,-0.1,0.1,0.3,-0.4
2018-11-12,9.02,9.0,0.1,0.3,-0.37,7.63,21.0,-0.2,-1.1,0.4,-1.3
2018-11-13,-3.47,-28.0,-1.1,-1.0,2.27,-13.94,-15.0,-0.3,1.1,1.2,-0.4
2018-11-14,0.7,36.0,1.1,0.9,-0.81,3.11,11.0,0.4,-0.1,0.6,-0.6
2018-11-15,-1.97,-5.0,-0.1,0.6,-1.26,5.65,-5.0,0.0,0.2,0.7,-0.2
2018-11-16,-0.57,10.0,0.2,0.8,-0.31,11.01,-14.0,0.3,0.5,0.7,0.1
2018-11-19,4.93,13.0,0.5,0.2,2.4,-2.44,-8.0,0.4,0.8,0.9,0.1
2018-11-20,0.38,26.0,0.8,0.2,2.17,2.01,-1.0,-0.2,-0.9,-0.2,-1.1
2018-11-21,1.18,-33.0,-0.9,-0.6,-2.97,-0.63,11.0,-0.0,-0.5,0.1,-0.9
2018-11-22,-2.02,-2.0,-0.5,0.7,-2.6,7.44,5.0,-0.0,-0.9,0.2,-1.0
2018-11-26,6.48,-38.0,-0.9,-1.2,-2.27,-28.15,-22.0,0.5,1.1,1.2,-0.3
2018-11-27,-10.23,20.0,1.1,1.4,-2.78,12.93,12.0,-0.3,0.4,0.5,-0.5
2018-11-28,-1.94,1.0,0.4,0.2,-17.99,-3.59,-11.0,0.1,0.3,0.6,0.1
2018-11-29,4.11,-17.0,0.3,-0.0,-27.65,-9.31,-9.0,1.0,1.6,1.8,0.9
2018-11-30,2.49,28.0,1.6,1.8,57.47,155.67,39.0,0.3,0.1,0.5,-0.3
2018-12-03,-4.91,-2.0,0.1,0.1,0.69,-9.78,-7.0,0.6,0.2,0.7,-0.3
2018-12-04,-0.63,10.0,0.2,0.2,2.0,-2.07,15.0,-0.1,-0.1,0.1,-0.5
2018-12-05,1.56,1.0,-0.1,-0.5,1.2,-6.38,-2.0,-0.5,-0.7,-0.4,-1.1
2018-12-06,4.98,-31.0,-0.7,-0.6,1.3,4.71,7.0,-0.7,-1.9,-0.7,-2.0
2018-12-07,-3.7,-46.0,-1.9,-1.3,5.26,-10.05,-18.0,0.4,1.0,1.1,0.1
2018-12-10,9.94,21.0,1.0,1.4,2.97,11.53,15.0,-1.4,-2.1,-1.3,-2.2
2018-12-11,-12.2,-40.0,-2.1,-1.7,-1.59,-19.61,-14.0,-1.5,0.6,0.9,-1.5
2018-12-12,-11.9,26.0,0.6,0.1,-2.1,6.06,5.0,0.3,1.9,2.1,0.1
2018-12-13,-1.64,45.0,1.9,2.0,1.38,10.62,13.0,0.5,0.4,0.9,-0.1
2018-12-14,-2.52,10.0,0.4,0.5,0.16,-8.59,-12.0,-0.2,-0.0,0.1,-0.5
2018-12-17,-4.07,2.0,-0.0,-0.0,-2.47,-0.8,-17.0,0.3,0.8,1.0,0.3
2018-12-18,0.26,22.0,0.8,0.8,-0.41,3.81,6.0,-0.4,0.2,0.3,-0.7
2018-12-19,0.57,18.0,0.2,0.6,0.91,3.84,4.0,0.2,0.5,0.7,0.1
2018-12-20,-2.23,22.0,0.5,0.4,0.55,3.59,-6.0,-0.7,-0.1,0.0,-0.9
2018-12-21,11.58,-11.0,-0.1,-0.1,-1.03,-2.12,6.0,-0.2,-1.9,0.0,-2.0
2018-12-24,-1.52,-43.0,-1.9,-1.5,-3.35,-4.06,-11.0,-0.1,-0.8,0.2,-1.0
2018-12-26,1.08,-24.0,-0.8,-0.6,-26.12,-7.52,4.0,-0.4,0.6,0.7,-1.4
2018-12-27,0.96,19.0,0.6,0.9,-25.39,-24.56,0.0,1.0,0.6,1.2,0.5
2018-12-28,-4.99,6.0,0.6,-0.0,25.65,51.26,11.0,0.4,0.9,1.3,0.4
